,Name,Sex,Age,Height,Weight,Team,Games,Year,Sport,Event,Medal
20260,Branislav Simi,M,33.0,180.0,88.0,Yugoslavia,1968 Summer,1968,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
20261,Judit Simics-Zsemberi,F,32.0,177.0,69.0,Hungary,2000 Summer,2000,Handball,Handball Women's Handball,Silver
20262,Adrian Simion,M,22.0,194.0,89.0,Romania,1984 Summer,1984,Handball,Handball Men's Handball,Bronze
20263,Dorel Simion,M,23.0,172.0,67.0,Romania,2000 Summer,2000,Boxing,Boxing Men's Welterweight,Bronze
20264,Marian Simion,M,20.0,181.0,75.0,Romania,1996 Summer,1996,Boxing,Boxing Men's Welterweight,Bronze
20265,Marian Simion,M,24.0,181.0,75.0,Romania,2000 Summer,2000,Boxing,Boxing Men's Light-Middleweight,Silver
20266,Gheorghe Simionov,M,26.0,167.0,71.0,Romania,1976 Summer,1976,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
20267,Toma Simionov,M,24.0,175.0,72.0,Romania,1980 Summer,1980,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
20268,Toma Simionov,M,28.0,175.0,72.0,Romania,1984 Summer,1984,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
20269,Toma Simionov,M,28.0,175.0,72.0,Romania,1984 Summer,1984,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
20270,Georgia Simmerling,F,27.0,172.0,67.0,Canada,2016 Summer,2016,Cycling,Cycling Women's Team Pursuit,Bronze
20271,Kerry Simmonds,F,27.0,183.0,82.0,United States,2016 Summer,2016,Rowing,Rowing Women's Coxed Eights,Gold
20272,Coralie Denise Simmons,F,23.0,172.0,63.0,United States,2000 Summer,2000,Water Polo,Water Polo Women's Water Polo,Silver
20273,"Floyd Macon Simmons, Jr.",M,25.0,183.0,80.0,United States,1948 Summer,1948,Athletics,Athletics Men's Decathlon,Bronze
20274,"Floyd Macon Simmons, Jr.",M,29.0,183.0,80.0,United States,1952 Summer,1952,Athletics,Athletics Men's Decathlon,Bronze
20275,Heather Lee Simmons-Carrasco,F,26.0,157.0,49.0,United States,1996 Summer,1996,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
20276,Jos Edvar Simes,M,21.0,185.0,80.0,Brazil,1964 Summer,1964,Basketball,Basketball Men's Basketball,Bronze
20277,Andrs Simn Gmez,M,31.0,161.0,64.0,Cuba,1992 Summer,1992,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
20278,Diederik Rudolf Simon,M,26.0,190.0,90.0,Netherlands,1996 Summer,1996,Rowing,Rowing Men's Coxed Eights,Gold
20279,Diederik Rudolf Simon,M,30.0,190.0,90.0,Netherlands,2000 Summer,2000,Rowing,Rowing Men's Quadruple Sculls,Silver
20280,Diederik Rudolf Simon,M,34.0,190.0,90.0,Netherlands,2004 Summer,2004,Rowing,Rowing Men's Coxed Eights,Silver
20281,Hugo Simon,M,49.0,162.0,65.0,Austria,1992 Summer,1992,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
20282,Jrgen Simon,M,22.0,186.0,85.0,Germany,1960 Summer,1960,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Silver
20283,Ladislau imon,M,24.0,183.0,114.0,Romania,1976 Summer,1976,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
20284,Lidia Elena imon (Slvueanu-),F,27.0,160.0,43.0,Romania,2000 Summer,2000,Athletics,Athletics Women's Marathon,Silver
20285,Pl Simon,M,16.0,182.0,76.0,Hungary,1908 Summer,1908,Athletics,"Athletics Men's 1,600 metres Medley Relay",Bronze
20286,Stefano Simoncelli,M,29.0,178.0,80.0,Italy,1976 Summer,1976,Fencing,"Fencing Men's Foil, Team",Silver
20287,Simone Gomes Jatob,F,27.0,172.0,66.0,Brazil,2008 Summer,2008,Football,Football Women's Football,Silver
20288,Mauro Simonetti,M,20.0,182.0,76.0,Italy,1968 Summer,1968,Cycling,Cycling Men's 100 kilometres Team Time Trial,Bronze
20289,Noem Simonetto de Portela,F,22.0,171.0,62.0,Argentina,1948 Summer,1948,Athletics,Athletics Women's Long Jump,Silver
20290,Marko Simonovi,M,30.0,203.0,96.0,Serbia,2016 Summer,2016,Basketball,Basketball Men's Basketball,Silver
20291,Ann Simons,F,20.0,161.0,48.0,Belgium,2000 Summer,2000,Judo,Judo Women's Extra-Lightweight,Bronze
20292,Alexandra Simons de Ridder,F,36.0,174.0,65.0,Germany,2000 Summer,2000,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold
20293,"Charles ""Charlie"" Simpkins",M,28.0,186.0,76.0,United States,1992 Summer,1992,Athletics,Athletics Men's Triple Jump,Silver
20294,Andrew James Simpson,M,31.0,185.0,104.0,Great Britain,2008 Summer,2008,Sailing,Sailing Men's Two Person Keelboat,Gold
20295,Andrew James Simpson,M,35.0,185.0,104.0,Great Britain,2012 Summer,2012,Sailing,Sailing Men's Two Person Keelboat,Silver
20296,George Sidney Simpson,M,23.0,180.0,75.0,United States,1932 Summer,1932,Athletics,Athletics Men's 200 metres,Silver
20297,Janet Mary Simpson (-Clerc),F,20.0,166.0,65.0,Great Britain,1964 Summer,1964,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
20298,Juliene Simpson (Brazinski-),F,23.0,170.0,80.0,United States,1976 Summer,1976,Basketball,Basketball Women's Basketball,Silver
20299,Sherone Anmarica Simpson,F,19.0,163.0,59.0,Jamaica,2004 Summer,2004,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
20300,Sherone Anmarica Simpson,F,23.0,163.0,59.0,Jamaica,2008 Summer,2008,Athletics,Athletics Women's 100 metres,Silver
20301,Sherone Anmarica Simpson,F,27.0,163.0,59.0,Jamaica,2012 Summer,2012,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
20302,"William ""Will"" Simpson",M,49.0,173.0,77.0,United States,2008 Summer,2008,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
20303,Kenan imek,M,24.0,180.0,100.0,Turkey,1992 Summer,1992,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
20304,Sin A-Lam,F,25.0,168.0,56.0,South Korea,2012 Summer,2012,Fencing,"Fencing Women's epee, Team",Silver
20305,Sin Jun-Seop,M,21.0,183.0,78.0,South Korea,1984 Summer,1984,Boxing,Boxing Men's Middleweight,Gold
20306,Sin Jun-Sik,M,20.0,173.0,67.0,South Korea,2000 Summer,2000,Taekwondo,Taekwondo Men's Featherweight,Silver
20307,Sin Yeong-Seok,M,23.0,178.0,75.0,South Korea,1988 Summer,1988,Handball,Handball Men's Handball,Silver
20308,Seth Muenfuh Sincere,M,18.0,170.0,77.0,Nigeria,2016 Summer,2016,Football,Football Men's Football,Bronze
20309,Christine Margaret Sinclair,F,29.0,176.0,75.0,Canada,2012 Summer,2012,Football,Football Women's Football,Bronze
20310,Christine Margaret Sinclair,F,33.0,176.0,75.0,Canada,2016 Summer,2016,Football,Football Women's Football,Bronze
20311,"Pusarla Venkata ""P. V."" Sindhu",F,21.0,179.0,65.0,India,2016 Summer,2016,Badminton,Badminton Women's Singles,Silver
20312,Heike Singer (-Klein),F,24.0,181.0,72.0,East Germany,1988 Summer,1988,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
20313,Ajitpal Singh Kular,M,21.0,178.0,70.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20314,Ajitpal Singh Kular,M,25.0,178.0,70.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20315,Balbir Singh,M,26.0,168.0,65.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20316,Balbir Singh,M,23.0,178.0,73.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20317,Balbir Singh,M,23.0,173.0,70.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20318,Charanjit Singh,M,29.0,175.0,58.0,India,1960 Summer,1960,Hockey,Hockey Men's Hockey,Silver
20319,Charanjit Singh,M,33.0,175.0,58.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20320,Darshan Singh Kular,M,26.0,170.0,72.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20321,Devinder Singh,M,27.0,175.0,73.0,India,1980 Summer,1980,Hockey,Hockey Men's Hockey,Gold
20322,Dharam Singh,M,26.0,170.0,65.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20323,"Joginder ""Gindi"" Singh",M,20.0,171.0,65.0,India,1960 Summer,1960,Hockey,Hockey Men's Hockey,Silver
20324,"Joginder ""Gindi"" Singh",M,24.0,171.0,65.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20325,"Inder ""Gogi"" Singh",M,24.0,173.0,68.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20326,Gurbux Singh,M,29.0,178.0,65.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20327,Gurbux Singh,M,33.0,178.0,65.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20328,Gurmail Singh,M,20.0,170.0,62.0,India,1980 Summer,1980,Hockey,Hockey Men's Hockey,Gold
20329,Harbinder Singh Chimni,M,21.0,174.0,60.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20330,Harbinder Singh Chimni,M,25.0,174.0,60.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20331,Harbinder Singh Chimni,M,29.0,174.0,60.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20332,Harcharan Singh,M,22.0,175.0,68.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20333,Harmik Singh,M,21.0,174.0,70.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20334,Harmik Singh,M,25.0,174.0,70.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20335,Jagjit Singh Kular,M,20.0,170.0,58.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20336,Jagjit Singh Kular,M,24.0,170.0,58.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20337,Jaswant Singh,M,29.0,185.0,77.0,India,1960 Summer,1960,Hockey,Hockey Men's Hockey,Silver
20338,Kulwant Singh,M,23.0,172.0,70.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20339,Mukhbain Singh,M,27.0,173.0,70.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20340,Prithipal Singh,M,28.0,175.0,71.0,India,1960 Summer,1960,Hockey,Hockey Men's Hockey,Silver
20341,Prithipal Singh,M,32.0,175.0,71.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20342,Prithipal Singh,M,36.0,175.0,71.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20343,Rajinder Singh,M,22.0,175.0,67.0,India,1980 Summer,1980,Hockey,Hockey Men's Hockey,Gold
20344,Ravinder Pal Singh,M,19.0,168.0,63.0,India,1980 Summer,1980,Hockey,Hockey Men's Hockey,Gold
20345,Tarsem Singh Kular,M,21.0,173.0,66.0,India,1968 Summer,1968,Hockey,Hockey Men's Hockey,Bronze
20346,Udham Singh Kular,M,23.0,168.0,58.0,India,1952 Summer,1952,Hockey,Hockey Men's Hockey,Gold
20347,Udham Singh Kular,M,28.0,168.0,58.0,India,1956 Summer,1956,Hockey,Hockey Men's Hockey,Gold
20348,Udham Singh Kular,M,32.0,168.0,58.0,India,1960 Summer,1960,Hockey,Hockey Men's Hockey,Silver
20349,Udham Singh Kular,M,36.0,168.0,58.0,India,1964 Summer,1964,Hockey,Hockey Men's Hockey,Gold
20350,Varinder Singh,M,25.0,160.0,58.0,India,1972 Summer,1972,Hockey,Hockey Men's Hockey,Bronze
20351,Vijender Kumar Singh,M,22.0,182.0,75.0,India,2008 Summer,2008,Boxing,Boxing Men's Middleweight,Bronze
20352,Raghbir Singh Bhola,M,29.0,183.0,67.0,India,1956 Summer,1956,Hockey,Hockey Men's Hockey,Gold
20353,Raghbir Singh Bhola,M,33.0,183.0,67.0,India,1960 Summer,1960,Hockey,Hockey Men's Hockey,Silver
20354,Surinder Singh Sodhi Shokar,M,23.0,178.0,83.0,India,1980 Summer,1980,Hockey,Hockey Men's Hockey,Gold
20355,Karin Irene Singstad (-Vidal),F,29.0,173.0,65.0,Norway,1988 Summer,1988,Handball,Handball Women's Handball,Silver
20356,Nataliya Siniin,F,31.0,160.0,58.0,Azerbaijan,2016 Summer,2016,Wrestling,"Wrestling Women's Featherweight, Freestyle",Bronze
20357,Martin Sinkovi,M,22.0,188.0,95.0,Croatia,2012 Summer,2012,Rowing,Rowing Men's Quadruple Sculls,Silver
20358,Martin Sinkovi,M,26.0,188.0,95.0,Croatia,2016 Summer,2016,Rowing,Rowing Men's Double Sculls,Gold
20359,Valent Sinkovi,M,23.0,187.0,93.0,Croatia,2012 Summer,2012,Rowing,Rowing Men's Quadruple Sculls,Silver
20360,Valent Sinkovi,M,28.0,187.0,93.0,Croatia,2016 Summer,2016,Rowing,Rowing Men's Double Sculls,Gold
20361,Clarinda Maria Sinnige,F,27.0,179.0,75.0,Netherlands,2000 Summer,2000,Hockey,Hockey Women's Hockey,Bronze
20362,Clarinda Maria Sinnige,F,31.0,179.0,75.0,Netherlands,2004 Summer,2004,Hockey,Hockey Women's Hockey,Silver
20363,Tapio Olavi Sipil,M,25.0,177.0,72.0,Finland,1984 Summer,1984,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
20364,Tapio Olavi Sipil,M,29.0,177.0,72.0,Finland,1988 Summer,1988,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
20365,Vin Jeremias Sipil,M,26.0,175.0,68.0,Finland,1924 Summer,1924,Athletics,"Athletics Men's Cross-Country, Team",Gold
20366,Matti Kalervo Sippala,M,24.0,183.0,84.0,Finland,1932 Summer,1932,Athletics,Athletics Men's Javelin Throw,Silver
20367,Maicon de Andrade Siqueira,M,23.0,190.0,90.0,Brazil,2016 Summer,2016,Taekwondo,Taekwondo Men's Heavyweight,Bronze
20368,Nikolaos Siranidis,M,28.0,175.0,75.0,Greece,2004 Summer,2004,Diving,Diving Men's Synchronized Springboard,Gold
20369,Iosif Srbu,M,26.0,179.0,79.0,Romania,1952 Summer,1952,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
20370,Cornelia Sirch (Embacher-),F,21.0,176.0,70.0,East Germany,1988 Summer,1988,Swimming,Swimming Women's 100 metres Backstroke,Bronze
20371,Cornelia Sirch (Embacher-),F,21.0,176.0,70.0,East Germany,1988 Summer,1988,Swimming,Swimming Women's 200 metres Backstroke,Bronze
20372,Cornelia Sirch (Embacher-),F,21.0,176.0,70.0,East Germany,1988 Summer,1988,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
20373,Kvin Ren Michel Sireau,M,21.0,188.0,90.0,France,2008 Summer,2008,Cycling,Cycling Men's Team Sprint,Silver
20374,Kvin Ren Michel Sireau,M,25.0,188.0,90.0,France,2012 Summer,2012,Cycling,Cycling Men's Team Sprint,Silver
20375,Pimsiri Sirikaew,F,22.0,152.0,58.0,Thailand,2012 Summer,2012,Weightlifting,Weightlifting Women's Lightweight,Silver
20376,Pimsiri Sirikaew,F,26.0,152.0,58.0,Thailand,2016 Summer,2016,Weightlifting,Weightlifting Women's Lightweight,Silver
20377,Nicolae Alexandru Sirieanu,M,28.0,182.0,81.0,Romania,2012 Summer,2012,Fencing,"Fencing Men's Sabre, Team",Silver
20378,Yury Fyodorovich Sisikin,M,23.0,177.0,76.0,Soviet Union,1960 Summer,1960,Fencing,"Fencing Men's Foil, Individual",Silver
20379,Yury Fyodorovich Sisikin,M,23.0,177.0,76.0,Soviet Union,1960 Summer,1960,Fencing,"Fencing Men's Foil, Team",Gold
20380,Yury Fyodorovich Sisikin,M,27.0,177.0,76.0,Soviet Union,1964 Summer,1964,Fencing,"Fencing Men's Foil, Team",Gold
20381,Yury Fyodorovich Sisikin,M,31.0,177.0,76.0,Soviet Union,1968 Summer,1968,Fencing,"Fencing Men's Foil, Team",Silver
20382,Ramnas ikauskas,M,22.0,198.0,95.0,Lithuania,2000 Summer,2000,Basketball,Basketball Men's Basketball,Bronze
20383,"Guivi ""Gia"" Sissaouri",M,25.0,163.0,60.0,Canada,1996 Summer,1996,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
20384,Beta Siti,F,22.0,174.0,67.0,Hungary,1996 Summer,1996,Handball,Handball Women's Handball,Bronze
20385,Beta Siti,F,26.0,174.0,67.0,Hungary,2000 Summer,2000,Handball,Handball Women's Handball,Silver
20386,Peter Sitt,M,18.0,189.0,76.0,West Germany,1988 Summer,1988,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
20387,"Kenneth Robert ""Ken"" Sitzberger",M,19.0,177.0,70.0,United States,1964 Summer,1964,Diving,Diving Men's Springboard,Gold
20388,Hanna Oleksandrivna Siukalo,F,27.0,175.0,61.0,Ukraine,2004 Summer,2004,Handball,Handball Women's Handball,Bronze
20389,Lars Tomas Sivertsson,M,31.0,195.0,101.0,Sweden,1996 Summer,1996,Handball,Handball Men's Handball,Silver
20390,Lars Tomas Sivertsson,M,35.0,195.0,101.0,Sweden,2000 Summer,2000,Handball,Handball Men's Handball,Silver
20391,Sergey Aleksandrovich Sivko,M,20.0,155.0,51.0,Soviet Union,1960 Summer,1960,Boxing,Boxing Men's Flyweight,Silver
20392,Anna Vitalyevna Sivkova,F,22.0,176.0,64.0,Russia,2004 Summer,2004,Fencing,"Fencing Women's epee, Team",Gold
20393,"Janet Theresa ""Jane"" Sixsmith (-Beeton)",F,24.0,161.0,58.0,Great Britain,1992 Summer,1992,Hockey,Hockey Women's Hockey,Bronze
20394,Maria Johanna Sjberg,F,22.0,178.0,66.0,Sweden,2000 Summer,2000,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
20395,Jan Niklas Patrik Sjberg,M,19.0,200.0,84.0,Sweden,1984 Summer,1984,Athletics,Athletics Men's High Jump,Silver
20396,Jan Niklas Patrik Sjberg,M,23.0,200.0,84.0,Sweden,1988 Summer,1988,Athletics,Athletics Men's High Jump,Bronze
20397,Jan Niklas Patrik Sjberg,M,27.0,200.0,84.0,Sweden,1992 Summer,1992,Athletics,Athletics Men's High Jump,Silver
20398,Paul Leonard Sjberg,M,55.0,167.0,65.0,Ralia,1952 Summer,1952,Sailing,Sailing Mixed 6 metres,Bronze
20399,Axel Erland Sjblad,M,24.0,196.0,90.0,Sweden,1992 Summer,1992,Handball,Handball Men's Handball,Silver
20400,Sven-Olov Isak Sjdelius,M,27.0,180.0,67.0,Sweden,1960 Summer,1960,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
20401,Sven-Olov Isak Sjdelius,M,31.0,180.0,67.0,Sweden,1964 Summer,1964,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
20402,Johan Charlie Sjstrand,M,25.0,195.0,95.0,Sweden,2012 Summer,2012,Handball,Handball Men's Handball,Silver
20403,Tore Ingemar Sjstrand,M,26.0,180.0,68.0,Sweden,1948 Summer,1948,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
20404,Sarah Frederica Sjstrm,F,22.0,182.0,76.0,Sweden,2016 Summer,2016,Swimming,Swimming Women's 100 metres Freestyle,Bronze
20405,Sarah Frederica Sjstrm,F,22.0,182.0,76.0,Sweden,2016 Summer,2016,Swimming,Swimming Women's 200 metres Freestyle,Silver
20406,Sarah Frederica Sjstrm,F,22.0,182.0,76.0,Sweden,2016 Summer,2016,Swimming,Swimming Women's 100 metres Butterfly,Gold
20407,Tetiana Viktorivna Skachko (Pakhovska-),F,25.0,165.0,60.0,Soviet Union,1980 Summer,1980,Athletics,Athletics Women's Long Jump,Bronze
20408,Khalid Skah,M,25.0,170.0,60.0,Morocco,1992 Summer,1992,Athletics,"Athletics Men's 10,000 metres",Gold
20409,Nataliya Anatolivna Skakun,F,23.0,160.0,60.0,Ukraine,2004 Summer,2004,Weightlifting,Weightlifting Women's Middleweight,Gold
20410,Igor Anatolyevich Skalin,M,26.0,190.0,104.0,Russia,1996 Summer,1996,Sailing,Sailing Mixed Three Person Keelboat,Silver
